,Playlist Name,Track Name,Artists,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Duration (ms),Time Signature,mbti
8809,ISTP playlist,Today - 2011 Remaster,The Smashing Pumpkins,0.457,0.825,8,-7.611,1,0.0268,3.29e-05,0.578,0.0548,0.414,82.539,201173,4,istp
8810,ISTP playlist,Too Drunk to Come,Together Pangea,0.159,0.641,9,-8.563,1,0.0318,2.19e-05,0.0217,0.0969,0.657,88.609,150153,4,istp
8811,ISTP playlist,What's Next?,OFF!,0.247,0.973,11,-3.399,0,0.0829,0.000355,0.000189,0.0649,0.2,162.125,129507,4,istp
8812,ISTP playlist,But Does It Work?,Drug Church,0.65,0.768,8,-4.198,1,0.0309,0.000794,0.0,0.0753,0.586,112.045,161211,4,istp
8813,ISTP playlist,Introvert,Title Fight,0.493,0.794,9,-7.868,1,0.0323,6.63e-06,0.103,0.696,0.302,134.947,121173,4,istp
8814,ISTP playlist,Love is for Losers,The Longshot,0.448,0.938,9,-3.294,1,0.0563,0.00148,3.69e-05,0.33,0.527,129.957,161136,4,istp
8815,ISTP playlist,Wasted Time,Goth Babe,0.353,0.888,3,-7.68,1,0.039,1.81e-06,0.424,0.173,0.291,125.791,158080,4,istp
8816,ISTP playlist,Fat Lip,Sum 41,0.402,0.914,9,-5.215,1,0.142,0.000579,0.0,0.065,0.626,196.505,178267,4,istp
8817,ISTP playlist,Bad Habits,FIDLAR,0.227,0.957,4,-2.538,1,0.356,0.393,1.5e-05,0.0879,0.0962,204.649,332076,4,istp
8818,ISTP playlist,Leave Me Alone,FIDLAR,0.575,0.993,9,-1.988,0,0.0894,0.000598,0.000319,0.0823,0.422,132.997,200320,4,istp
8819,ISTP playlist,Till I Collapse,"Eminem, Nate Dogg",0.548,0.847,1,-3.237,1,0.186,0.0622,0.0,0.0816,0.1,171.447,297787,4,istp
8820,ISTP playlist,Bombshell,Death Lens,0.219,0.78,8,-7.654,1,0.0404,0.000129,0.00266,0.116,0.356,182.245,202773,4,istp
8821,ISTP playlist,Ballin,Logic,0.737,0.854,3,-6.414,0,0.221,0.0475,0.0,0.0905,0.65,150.621,166080,4,istp
8822,ISTP playlist,5 to 9,FIDLAR,0.491,0.951,1,-2.932,0,0.087,0.00144,0.0,0.339,0.401,115.531,68400,4,istp
8823,ISTP playlist,Be Quiet and Drive (Far Away),Deftones,0.206,0.965,1,-5.116,1,0.079,9.91e-06,0.827,0.367,0.168,92.615,299867,4,istp
8824,ISTP playlist,Dunkelheit,Burzum,0.295,0.545,4,-9.214,0,0.0442,1.5e-06,0.891,0.585,0.438,54.669,425067,4,istp
8825,ISTP playlist,Rien,Odezenne,0.651,0.608,7,-12.345,1,0.0432,0.204,0.33,0.105,0.61,140.061,231027,4,istp
8826,ISTP playlist,Grimey,Beach Goons,0.453,0.925,7,-6.195,1,0.0562,2.68e-05,0.519,0.406,0.362,111.934,110443,4,istp
8827,ISTP playlist,Minority,Green Day,0.551,0.965,0,-2.772,1,0.0452,0.00576,0.0,0.171,0.708,137.841,168227,4,istp
8828,ISTP playlist,Taste the Money,FIDLAR,0.352,0.875,2,-4.602,1,0.0518,0.000122,0.00555,0.397,0.399,94.613,155978,4,istp
8829,ISTP playlist,Alcoholic,FIDLAR,0.478,0.779,7,-9.572,1,0.0433,0.834,0.00849,0.0662,0.926,160.255,132472,4,istp
8830,ISTP playlist,Wasted,FIDLAR,0.555,0.863,2,-10.356,1,0.0431,0.123,0.373,0.21,0.368,87.558,145243,4,istp
8831,ISTP playlist,That's Life,FIDLAR,0.363,0.917,0,-3.921,1,0.0735,0.00031,0.000117,0.339,0.519,172.346,119961,4,istp
8832,ISTP playlist,Got No Money,FIDLAR,0.484,0.926,1,-4.239,1,0.0355,0.00282,0.316,0.141,0.962,157.942,128187,4,istp
8833,ISTP playlist,Keep Your Mouth Shut,OFF!,0.194,0.972,5,-4.39,1,0.206,0.000763,2.44e-06,0.118,0.0493,179.025,105657,4,istp
8834,ISTP playlist,Wiped Out,OFF!,0.177,0.981,9,-4.607,1,0.405,0.0188,0.153,0.0562,0.212,200.102,73173,4,istp
8835,istp // the prodigy ,Wires,The Neighbourhood,0.568,0.569,7,-6.013,0,0.0329,0.0004,0.102,0.342,0.266,72.991,193080,4,istp
8836,istp // the prodigy ,Cemetery,COIN,0.652,0.8,9,-7.37,1,0.0313,0.124,1.87e-05,0.121,0.933,126.985,177107,4,istp
8837,istp // the prodigy ,Twin Size Mattress,The Front Bottoms,0.325,0.867,4,-5.53,1,0.0809,0.00548,4.33e-06,0.103,0.336,144.866,264677,4,istp
8838,istp // the prodigy ,Be Nice To Me,The Front Bottoms,0.338,0.819,3,-5.666,1,0.0736,0.0234,0.0,0.129,0.698,118.905,167307,4,istp
8839,istp // the prodigy ,Little Pistol,Mother Mother,0.295,0.478,7,-7.844,1,0.0325,0.749,0.000208,0.436,0.17,169.846,268693,4,istp
8840,istp // the prodigy ,Take A Slice,Glass Animals,0.623,0.661,9,-7.0,1,0.1,0.0212,0.000229,0.267,0.63,151.97,229718,4,istp
8841,istp // the prodigy ,She's So Nice,Pink Guy,0.828,0.577,6,-7.656,0,0.158,0.599,0.0,0.0814,0.587,86.339,163493,4,istp
8842,istp // the prodigy ,Oh No!,MARINA,0.77,0.896,0,-3.971,1,0.039,0.0539,0.0,0.243,0.964,126.999,182587,4,istp
8843,istp // the prodigy ,Судно (Борис Рижий),Molchat Doma,0.484,0.749,1,-4.176,1,0.0687,0.699,0.861,0.105,0.468,160.006,141395,4,istp
8844,istp // the prodigy ,HAHA,Lil Darkie,0.714,0.82,1,-1.102,1,0.444,0.34,0.0,0.0801,0.904,78.032,160000,4,istp
8845,istp // the prodigy ,witchblades,"Lil Peep, Lil Tracy",0.642,0.538,8,-7.206,1,0.0696,0.0242,0.0,0.273,0.57,143.921,150160,4,istp
8846,istp // the prodigy ,Come As You Are,Nirvana,0.5,0.824,4,-5.846,0,0.0388,0.00016,0.00161,0.0916,0.539,120.125,218920,4,istp
8847,istp // the prodigy ,Pumped Up Kicks,Foster The People,0.733,0.71,5,-5.849,0,0.0292,0.145,0.115,0.0956,0.965,127.975,239600,4,istp
8848,istp // the prodigy ,All The Things She Said,t.A.T.u.,0.603,0.834,5,-5.766,0,0.0417,0.0411,0.00609,0.105,0.376,89.957,214440,4,istp
8849,istp // the prodigy ,I Threw Glass at My Friend's Eyes and Now I'm on Probation,Destroy Boys,0.457,0.943,1,-5.271,0,0.0768,0.216,0.000245,0.206,0.373,101.837,157440,4,istp
8850,istp // the prodigy ,Heart Of Glass (Live from the iHeart Festival),Miley Cyrus,0.58,0.908,4,-5.303,1,0.0341,0.000335,4.84e-05,0.087,0.427,115.016,213672,4,istp
8851,istp // the prodigy ,Fluorescent Adolescent,Arctic Monkeys,0.654,0.828,1,-5.377,0,0.0281,0.00146,0.000144,0.122,0.79,112.056,183893,4,istp
8852,istp // the prodigy ,My Axe,Insane Clown Posse,0.847,0.801,6,-4.382,1,0.0866,0.00349,0.0,0.331,0.744,109.053,233773,4,istp
8853,istp // the prodigy ,Love 2 Fast,Steve Lacy,0.421,0.887,0,-4.929,1,0.0574,0.18,0.00177,0.52,0.45,78.986,222981,4,istp
8854,istp // the prodigy ,Plastic Beach (feat. Mick Jones and Paul Simonon),"Gorillaz, Mick Jones, Paul Simonon",0.537,0.893,0,-5.459,1,0.0893,0.00252,0.0211,0.0636,0.499,183.78,227213,4,istp
8855,istp // the prodigy ,I Hate My Mom,GRLwood,0.369,0.864,9,-8.104,1,0.418,0.121,0.317,0.103,0.164,163.078,153052,4,istp
8856,istp // the prodigy ,Mr. Brightside,The Killers,0.355,0.918,1,-4.36,1,0.0746,0.00119,0.0,0.0971,0.24,148.114,222200,4,istp
8857,istp // the prodigy ,OHFR?,Rico Nasty,0.86,0.717,1,-5.542,0,0.48,0.414,0.0,0.0843,0.812,158.019,120964,4,istp
8858,istp // the prodigy ,Nervous,The Neighbourhood,0.589,0.614,0,-7.528,0,0.0426,0.0213,0.165,0.31,0.318,119.837,245000,4,istp
8859,istp // the prodigy ,Daddy Issues,The Neighbourhood,0.588,0.521,10,-9.461,1,0.0329,0.0678,0.149,0.123,0.337,85.012,260173,4,istp
8860,istp // the prodigy ,Sunflower - Spider-Man: Into the Spider-Verse,"Post Malone, Swae Lee",0.76,0.479,2,-5.574,1,0.0466,0.556,0.0,0.0703,0.913,89.911,158040,4,istp
8861,istp // the prodigy ,Everybody Talks,Neon Trees,0.471,0.924,8,-3.906,1,0.0586,0.00301,0.0,0.313,0.725,154.961,177280,4,istp
8862,istp // the prodigy ,"L's Theme (From ""Death Note"") - Instrumental",Anime Kei,0.587,0.389,4,-24.327,0,0.0435,0.932,0.863,0.185,0.929,134.0,180672,4,istp
8863,istp // the prodigy ,Clint Eastwood,Gorillaz,0.663,0.694,10,-8.627,0,0.171,0.0253,0.0,0.0698,0.525,167.953,340920,4,istp
8864,istp // the prodigy ,Smells Like Teen Spirit,Nirvana,0.502,0.912,1,-4.556,1,0.0564,2.55e-05,0.000173,0.106,0.72,116.761,301920,4,istp
8865,istp // the prodigy ,Oh Ana,Mother Mother,0.512,0.525,5,-7.152,1,0.0429,0.672,1.66e-05,0.112,0.337,128.054,197080,4,istp
8866,istp // the prodigy ,Alligator Skin Boots,McCafferty,0.535,0.319,9,-15.397,1,0.0745,0.804,3.91e-06,0.227,0.457,142.883,142656,4,istp
8867,istp // the prodigy ,Midnight City,M83,0.526,0.712,11,-6.525,0,0.0356,0.0161,0.0,0.179,0.32,105.009,241440,4,istp
8868,istp // the prodigy ,Sweet Hibiscus Tea,Penelope Scott,0.648,0.22,5,-10.735,1,0.0503,0.868,0.0,0.291,0.614,110.706,145344,4,istp
8869,istp // the prodigy ,My Motorcycle,Current Joys,0.565,0.528,6,-14.263,1,0.0986,0.0274,0.0166,0.294,0.0409,148.34,341814,4,istp
8870,ISTP,ASOBI (feat. Watson) - Remix,"YUTO, DopeOnigiri, Watson",0.885,0.843,9,-5.994,1,0.205,0.101,1.3e-06,0.0788,0.921,142.029,129600,4,istp
8871,ISTP,美人,CHANMINA,0.792,0.744,1,-5.694,1,0.0996,0.00944,5.39e-06,0.311,0.38,95.024,160165,4,istp
8872,ISTP,D.U.N.K.,"SKY-HI, ☆Taku Takahashi",0.646,0.835,8,-6.001,1,0.0408,0.000139,1.66e-05,0.0587,0.384,145.974,217427,4,istp
8873,ISTP,Enter The Dungeon,SKY-HI,0.78,0.989,5,-2.435,1,0.0773,0.0649,0.0,0.0705,0.278,110.972,214054,4,istp
8874,ISTP,どうってことねぇ - Remix,"SIMON, Ymg, ¥ellow Bucks, KAN a.k.a. GAMI",0.813,0.852,9,-3.878,1,0.233,0.0121,0.0,0.292,0.611,165.029,189636,4,istp
8875,ISTP,Itty Bitty,JO1,0.774,0.759,9,-2.53,1,0.119,0.0766,0.0,0.0268,0.488,166.019,199533,4,istp
8876,ISTP,Sweet Venom,ENHYPEN,0.84,0.673,10,-3.685,1,0.0427,0.0426,0.0,0.0971,0.911,115.004,148753,4,istp
8877,ISTP,LUNA,ONEUS,0.591,0.924,9,-2.504,0,0.0915,0.183,0.0,0.0826,0.668,162.172,199893,4,istp
8878,ISTP,I'm a Pop,CHANMINA,0.667,0.825,5,-5.144,0,0.0378,0.00476,0.000304,0.197,0.811,149.936,191154,4,istp
8879,ISTP,Fxxker,CHANMINA,0.686,0.836,2,-5.994,1,0.101,0.000593,2.98e-05,0.102,0.689,132.09,189000,4,istp
8880,ISTP,HIDEOUT,JO1,0.772,0.716,3,-3.866,0,0.0644,0.141,0.0,0.11,0.912,114.908,179973,4,istp
8881,ISTP,Fairytale,JO1,0.757,0.843,8,-3.343,1,0.151,0.0968,0.0,0.317,0.546,104.938,178813,4,istp
8882,ISTP,RED,CHANMINA,0.857,0.527,2,-3.62,1,0.0611,0.0502,0.000901,0.0633,0.236,119.968,162093,4,istp
8883,ISTP,SPASA,MARIA,0.885,0.651,6,-6.569,0,0.185,0.338,0.0,0.379,0.573,99.921,232837,4,istp
8884,ISTP,Salty,THE BOYZ,0.656,0.789,3,-3.489,0,0.039,0.0213,0.0,0.074,0.497,134.009,182907,4,istp
8885,ISTP,LOVE SCENARIO - KR Ver.,iKON,0.807,0.71,7,-4.609,1,0.0305,0.33,0.0,0.294,0.76,117.987,209648,4,istp
8886,ISTP,Spin!,BE:FIRST,0.673,0.703,0,-5.271,1,0.196,0.236,0.0,0.205,0.389,160.037,180780,4,istp
8887,ISTP,Happily Ever After,TOMORROW X TOGETHER,0.688,0.683,5,-6.629,0,0.0932,0.017,0.0,0.134,0.528,156.087,151919,4,istp
8888,ISTP,reoccurring dream,Watson,0.903,0.583,5,-11.89,0,0.225,0.598,2.89e-05,0.13,0.537,129.904,166829,4,istp
8889,ISTP,ありがとう - ASAHI x HARUTO Unit JP Ver.,TREASURE,0.504,0.784,1,-4.737,1,0.0534,0.0574,0.0,0.258,0.632,169.925,195850,4,istp
8890,ISTP music by an ISTP,First Love/Late Spring,Mitski,0.445,0.543,0,-8.196,1,0.0272,0.000825,0.0137,0.202,0.102,99.963,278640,4,istp
8891,ISTP music by an ISTP,Play with Fire (feat. Yacht Money),"Sam Tinnesz, Yacht Money",0.573,0.539,2,-6.091,0,0.0322,0.0162,1.16e-05,0.105,0.39,75.012,180691,4,istp
8892,ISTP music by an ISTP,Lonely,Palaye Royale,0.622,0.619,2,-6.4,0,0.0561,0.0624,0.0,0.081,0.483,147.965,186250,4,istp
8893,ISTP music by an ISTP,Feel Good Inc.,Gorillaz,0.818,0.705,6,-6.679,1,0.177,0.00836,0.00233,0.613,0.772,138.559,222640,4,istp
8894,ISTP music by an ISTP,Black Out Days,Phantogram,0.542,0.795,4,-3.63,0,0.0368,0.00506,0.019,0.0851,0.431,92.234,227160,4,istp
8895,ISTP music by an ISTP,Little Bastards,Palaye Royale,0.489,0.74,7,-6.317,1,0.0401,0.000134,0.00659,0.131,0.339,98.881,218327,4,istp
8896,ISTP music by an ISTP,bad guy,Billie Eilish,0.701,0.425,7,-10.965,1,0.375,0.328,0.13,0.1,0.562,135.128,194088,4,istp
8897,ISTP music by an ISTP,SLIDE,Chase Atlantic,0.557,0.595,3,-4.759,0,0.0371,0.000325,8.88e-06,0.109,0.199,139.911,235720,4,istp
8898,ISTP music by an ISTP,You Right,"Doja Cat, The Weeknd",0.828,0.621,8,-6.414,1,0.0565,0.0164,0.00233,0.0845,0.436,128.986,186173,4,istp
8899,ISTP music by an ISTP,You Get Me So High,The Neighbourhood,0.551,0.881,7,-6.099,0,0.0542,0.186,0.0791,0.152,0.387,88.036,153000,4,istp
8900,ISTP music by an ISTP,Bitches,Mindless Self Indulgence,0.696,0.72,9,-6.804,1,0.0976,0.0263,0.0647,0.192,0.542,95.897,165693,4,istp
8901,ISTP music by an ISTP,Ghost In The Machine,Our Last Night,0.391,0.912,2,-4.04,1,0.0786,0.000128,0.0279,0.119,0.252,187.463,222389,3,istp
8902,ISTP music by an ISTP,OUT THE ROOF,Chase Atlantic,0.752,0.738,2,-6.794,1,0.121,0.0309,7.77e-06,0.135,0.598,146.986,195907,4,istp
8903,ISTP music by an ISTP,I Didn't Change My Number,Billie Eilish,0.849,0.48,9,-5.835,1,0.226,0.612,0.269,0.295,0.677,142.021,158463,4,istp
8904,ISTP music by an ISTP,My Way,PVRIS,0.679,0.767,1,-5.367,1,0.0811,0.00784,7.63e-05,0.193,0.764,97.07,164827,4,istp
8905,ISTP music by an ISTP,Therefore I Am,Billie Eilish,0.889,0.34,11,-7.773,0,0.0697,0.218,0.13,0.055,0.716,94.009,174321,4,istp
8906,ISTP music by an ISTP,The Box,Roddy Ricch,0.896,0.586,10,-6.687,0,0.0559,0.104,0.0,0.79,0.642,116.971,196653,4,istp
8907,ISTP music by an ISTP,Invitation (feat. Kodie Shane),"Ashnikko, Kodie Shane",0.592,0.654,8,-6.91,0,0.146,0.0337,0.0,0.135,0.816,128.013,159141,4,istp
8908,ISTP music by an ISTP,Detention,Melanie Martinez,0.832,0.655,3,-6.195,0,0.0676,0.488,0.0,0.103,0.783,94.998,236973,4,istp
8909,ISTP music by an ISTP,Drugs & Money - New Mix,Chase Atlantic,0.629,0.735,11,-4.826,1,0.0599,0.2,0.0,0.243,0.477,123.996,239922,4,istp
8910,ISTP music by an ISTP,sex money feelings die,Lykke Li,0.789,0.534,8,-6.347,0,0.0709,0.323,3.42e-06,0.0645,0.631,134.055,139840,4,istp
8911,ISTP music by an ISTP,Sippy Cup,Melanie Martinez,0.715,0.651,5,-9.241,1,0.12,0.486,0.0,0.228,0.733,134.914,195067,4,istp
8912,ISTP music by an ISTP,Natural,Imagine Dragons,0.704,0.611,2,-6.112,1,0.0409,0.217,0.0,0.0812,0.22,100.0,189467,4,istp
8913,ISTP music by an ISTP,cult leader,KiNG MALA,0.694,0.408,0,-9.094,0,0.054,0.163,0.000673,0.101,0.232,131.941,163462,4,istp
8914,ISTP music by an ISTP,High Enough,K.Flay,0.606,0.62,0,-5.005,1,0.0298,0.0301,0.0916,0.167,0.543,88.984,231600,4,istp
8915,ISTP music by an ISTP,Oh No!,MARINA,0.77,0.896,0,-3.971,1,0.039,0.0539,0.0,0.243,0.964,126.999,182587,4,istp
8916,ISTP music by an ISTP,all the good girls go to hell,Billie Eilish,0.726,0.444,8,-8.922,0,0.372,0.283,0.143,0.177,0.569,185.044,168840,4,istp
8917,ISTP music by an ISTP,bad idea!,girl in red,0.511,0.806,1,-6.093,1,0.0481,0.03,0.0465,0.252,0.41,162.04,219638,4,istp
8918,ISTP music by an ISTP,People I Don't Like,UPSAHL,0.747,0.573,11,-6.562,0,0.295,0.268,0.0,0.302,0.551,90.036,142766,4,istp
8919,ISTP music by an ISTP,Young,Vacations,0.498,0.81,7,-4.065,1,0.0263,0.00392,0.00717,0.0635,0.594,79.935,189160,4,istp
8920,ISTP music by an ISTP,Bubblegum Bitch,MARINA,0.495,0.856,0,-5.123,0,0.0311,0.000219,0.0,0.103,0.609,158.024,154667,4,istp
8921,ISTP music by an ISTP,My Ordinary Life,The Living Tombstone,0.648,0.827,9,-4.78,0,0.042,0.00533,0.338,0.217,0.598,176.005,230895,4,istp
8922,ISTP music by an ISTP,I'm Just Your Problem (feat. Olivia Olson),"Adventure Time, Olivia Olson",0.481,0.236,7,-16.22,1,0.045,0.814,2.95e-05,0.116,0.378,89.531,116811,3,istp
8923,ISTP music by an ISTP,The Red Means I Love You,Madds Buckley,0.282,0.302,2,-11.513,1,0.0344,0.0944,2.07e-06,0.0726,0.19,78.881,233979,4,istp
8924,ISTP music by an ISTP,Burning Pile,Mother Mother,0.516,0.755,5,-3.724,1,0.0383,0.0633,0.00103,0.107,0.165,140.099,262173,4,istp
8925,ISTP music by an ISTP,Happy Pills,Weathers,0.521,0.885,4,-4.934,0,0.125,0.00327,0.00904,0.324,0.344,115.985,203080,4,istp
8926,ISTP music by an ISTP,Sociopath,"StayLoose, Bryce Fox",0.611,0.562,1,-7.849,0,0.0874,0.0767,3.23e-06,0.118,0.318,74.994,204827,4,istp
8927,ISTP music by an ISTP,Scary Garry,"Kaito Shoma, DJ Paul, Kingpin Skinny Pimp",0.812,0.974,8,-2.327,1,0.227,0.695,0.512,0.582,0.064,153.979,99748,4,istp
8928,ISTP music by an ISTP,Primadonna,MARINA,0.66,0.689,4,-2.671,0,0.0337,0.0884,0.0,0.0922,0.427,127.98,221075,4,istp
8929,ISTP music by an ISTP,Dirty Harry,"Gorillaz, Bootie Brown",0.625,0.877,10,-7.176,0,0.162,0.0315,0.0811,0.672,0.865,192.296,230426,4,istp
8930,ISTP music by an ISTP,Alien Blues,Vundabar,0.467,0.757,3,-5.093,1,0.033,0.0807,0.908,0.0876,0.433,82.282,155933,4,istp
8931,ISTP music by an ISTP,dumb dumb - sped up,mazie,0.71,0.596,9,-6.655,0,0.0575,0.132,0.000713,0.212,0.721,148.869,102664,4,istp
8932,ISTP music by an ISTP,Backstabber,Kesha,0.6,0.939,7,-1.794,1,0.19,0.0666,6.18e-06,0.34,0.833,159.941,186840,4,istp
8933,ISTP,Hey!,Rheehab,0.761,0.554,9,-6.388,1,0.0995,0.782,0.0,0.0593,0.399,77.986,149708,4,istp
8934,ISTP,"sorry, i'm not in the mood",Doyi Lee,0.431,0.605,9,-6.451,0,0.0894,0.3,0.0,0.115,0.152,82.265,260141,4,istp
8935,ISTP,너의 파도 Wave,Bye Bye Badman,0.682,0.753,6,-7.982,1,0.0368,0.341,0.0122,0.21,0.738,119.928,238016,4,istp
8936,ISTP,Snow,SURL,0.317,0.709,1,-2.796,1,0.0311,0.65,0.0106,0.218,0.116,171.71,274013,4,istp
8937,ISTP,Sleep,Night Off,0.488,0.442,10,-7.278,1,0.0318,0.246,0.622,0.108,0.369,121.948,255760,4,istp
8938,ISTP,Clouds,O3ohn,0.572,0.561,7,-7.414,1,0.0276,0.653,0.0448,0.0926,0.548,165.766,192453,4,istp
8939,ISTP,Islet,Minsu,0.614,0.559,5,-7.911,1,0.122,0.75,2.78e-06,0.243,0.407,79.983,181697,4,istp
8940,ISTP,Dry Flower,SURL,0.679,0.595,0,-4.374,0,0.03,0.705,0.0,0.106,0.438,120.09,183187,4,istp
8941,ISTP,Lunch Time,Dasutt,0.661,0.717,2,-6.147,1,0.055,0.289,0.0,0.114,0.679,116.034,276147,4,istp
8942,ISTP,Fall in Love Again,ALEPH,0.561,0.376,0,-8.141,1,0.0332,0.83,0.0,0.105,0.302,140.02,218700,4,istp
8943,ISTP,Photograph,Dasutt,0.422,0.536,10,-6.646,1,0.0417,0.0348,0.133,0.302,0.349,144.05,254040,4,istp
8944,ISTP,새벽녘 (Art. KIZO),Anonymous Artists (어나니머스 아티스트),0.822,0.4,0,-7.176,1,0.0396,0.595,0.0,0.121,0.222,107.917,222845,3,istp
8945,ISTP,연결이 되지 않아 삐소리 후 (feat. Sthn),"HALABACK, Sthn",0.699,0.717,1,-4.411,0,0.0392,0.596,0.0,0.242,0.436,135.048,270028,4,istp
8946,ISTP,Rapunzel in Wonderland,Lay.bn,0.429,0.369,10,-10.554,1,0.332,0.825,7.29e-05,0.273,0.519,82.952,171325,4,istp
8947,ISTP,I'm the one,BLOO,0.28,0.526,4,-6.709,0,0.0432,0.0351,0.0,0.0776,0.137,144.862,210012,4,istp
8948,ISTP,When I Smoke,BLOO,0.716,0.852,7,-5.155,0,0.0542,0.277,1.77e-05,0.111,0.427,140.021,184517,4,istp
8949,ISTP,truck,Moodie,0.771,0.891,11,-4.064,0,0.0481,0.0924,0.0,0.23,0.732,99.982,161455,4,istp
8950,ISTP,Boat,george,0.792,0.566,9,-6.929,1,0.252,0.389,0.0,0.56,0.922,140.099,191995,4,istp
8951,ISTP,여자친구랑헤어졌다 - Bonus Track,Odd95,0.801,0.535,6,-8.458,1,0.0836,0.708,0.0148,0.223,0.418,80.0,173695,4,istp
8952,ISTP,너는 달도 아니면서 왜,Knoddy,0.751,0.629,9,-7.838,0,0.0967,0.541,0.000237,0.0958,0.613,100.032,140388,4,istp
8953,ISTP,don't ask me why i'm hurting,quinn_,0.531,0.649,10,-10.716,0,0.332,0.215,0.424,0.394,0.513,189.693,184533,4,istp
8954,ISTP,마피아 Mafia,Cloud,0.694,0.258,11,-11.487,1,0.0464,0.808,4.89e-05,0.0685,0.316,93.974,184255,4,istp
8955,ISTP,"Up Down (Art. SIM2) (Feat. BAYLEE, Acy blu, BOiTELLO)","Anonymous Artists (어나니머스 아티스트), BAYLEE(베일리), Acy blu, 보이텔로 (BOiTELLO)",0.762,0.733,5,-2.345,1,0.123,0.681,0.0,0.141,0.838,86.992,200282,4,istp
8956,ISTP,babyblue,Grass,0.67,0.259,9,-9.516,1,0.0282,0.898,1.37e-06,0.0952,0.403,95.025,228120,4,istp
8957,ISTP,Before Our Night Is Over,10cm,0.505,0.202,3,-10.166,1,0.0368,0.894,0.0,0.122,0.145,119.886,214680,4,istp
8958,ISTP,That's me be (feat. TimeFeveR),"Taeb2, TimeFeveR",0.823,0.91,3,-3.448,0,0.174,0.386,0.0,0.101,0.776,113.927,190837,4,istp
8959,ISTP,Dear papa,Quinsha,0.618,0.408,9,-6.309,1,0.0279,0.0934,0.0,0.17,0.388,174.095,201379,4,istp
8960,ISTP,그대 내 품에,Yoo Jae-Ha,0.315,0.359,0,-6.596,1,0.0323,0.553,3.27e-05,0.32,0.147,117.895,356836,4,istp
8961,ISTP,"YA,YA",Dasutt,0.546,0.635,6,-9.41,0,0.0911,0.0492,0.00272,0.145,0.88,89.736,282216,4,istp
8962,ISTP,069 (feat. Lay.bn & hartts),"KozyPop, Lay.bn, hartts",0.801,0.647,10,-6.238,0,0.0717,0.864,0.000378,0.126,0.279,109.991,186229,4,istp
8963,ISTP,Kalt (Feat. JOONIE),"O3ohn, JOONIE",0.544,0.305,0,-12.966,1,0.0564,0.867,0.0606,0.108,0.0449,84.675,208016,4,istp
8964,ISTP,It's Raining,Vincent Blue,0.656,0.369,10,-6.348,1,0.0354,0.565,0.0,0.197,0.787,77.987,214327,4,istp
8965,ISTP,Why am i,"SailBoat, Kim hae min",0.548,0.656,7,-6.04,1,0.0429,0.831,0.000185,0.0767,0.157,164.001,262000,4,istp
8966,ISTP,all day,george,0.564,0.333,1,-9.751,1,0.0352,0.808,0.00147,0.115,0.169,84.896,212471,4,istp
8967,ISTP,무너져 (Art. VEAN),Anonymous Artists (어나니머스 아티스트),0.426,0.587,9,-6.496,1,0.0405,0.0564,0.0,0.111,0.344,137.553,172174,4,istp
8968,ISTP,You in my memories,roon,0.665,0.634,3,-4.337,0,0.0286,0.621,0.000142,0.231,0.457,96.018,187067,4,istp
8969,ISTP,Wonder (Feat. Harms),"Austn, Harms",0.581,0.494,3,-8.204,0,0.116,0.846,0.0,0.112,0.651,149.665,205478,4,istp
8970,ISTP,Black Bile,Atinoff,0.764,0.485,10,-8.745,0,0.0567,0.485,0.0,0.128,0.373,130.105,251221,4,istp
8971,ISTP,WRONG,Austn,0.93,0.373,10,-7.32,1,0.0702,0.618,0.0,0.0906,0.73,105.019,176000,4,istp
8972,ISTP,Lobster,onthedal,0.591,0.554,0,-7.021,1,0.0248,0.699,0.00382,0.236,0.677,149.865,236697,4,istp
8973,ISTP,crush on u (Feat. E SHINE),"hvzun, E SHINE",0.78,0.692,10,-5.552,1,0.0442,0.732,0.0,0.119,0.511,110.006,174545,4,istp
8974,ISTP,너에게로 가는 길 (feat. Lokid),"U-GO BOY, Lokid",0.663,0.451,10,-8.697,1,0.0695,0.577,0.0,0.115,0.464,89.921,202667,4,istp
8975,ISTP,Alarm (feat. Melabbev & IJ),"KozyPop, IJ, Melabbev",0.83,0.716,0,-6.524,0,0.0373,0.326,0.0,0.133,0.886,136.014,214854,4,istp
8976,ISTP,Home Sweet Home,"Car, the garden",0.525,0.486,7,-5.284,1,0.0263,0.594,0.0,0.107,0.239,80.04,205939,4,istp
8977,ISTP,Wave (feat. Wynn),"Lee Aram, Wynn",0.561,0.452,7,-5.868,1,0.0291,0.739,2.38e-05,0.104,0.11,133.957,251215,4,istp
8978,ISTP,Be in need of Romance,Lee Aram,0.532,0.404,11,-9.088,1,0.0331,0.87,0.0,0.123,0.373,76.912,214832,4,istp
8979,ISTP,Something that You Left,WH3N,0.566,0.39,9,-8.368,1,0.0528,0.821,0.0,0.163,0.171,86.112,169127,4,istp
8980,ISTP,Flower,SailBoat,0.503,0.734,4,-4.9,0,0.0298,0.00564,1.9e-05,0.0978,0.0608,79.999,181500,4,istp
8981,ISTP,페인트 (feat. 허성현),"SailBoat, Huh",0.698,0.516,5,-7.941,1,0.256,0.883,0.0,0.0945,0.547,134.947,192052,4,istp
